"Date","week","FluApos","FluBpos","FluPos","FluTest","RSVtest","RSVpos","tem_CA","pre_CA","hits_CA","GFT Canada"
2004-01-04,"2004 W01",693,6,699,3691,3158,129,-21.6958154761905,0.0503869047619048,33,3649
2004-01-11,"2004 W02",632,0,632,3335,2754,152,-24.2809166666667,0.0407738095238095,32,2866
2004-01-18,"2004 W03",591,1,592,3160,2404,180,-23.8320833333333,0.0702857142857143,26,2230
2004-01-25,"2004 W04",465,0,465,3182,2483,262,-24.9090535714286,0.0541309523809524,44,2155
2004-02-01,"2004 W05",483,4,487,3284,2456,363,-25.547244047619,0.05075,41,1699
2004-02-08,"2004 W06",356,5,361,2977,2437,449,-18.3137023809524,0.0481130952380952,37,1649
2004-02-15,"2004 W07",273,1,274,2699,2138,387,-20.3155773809524,0.0382738095238095,31,1700
2004-02-22,"2004 W08",190,7,197,2812,2485,544,-19.6493333333333,0.0396547619047619,24,1580
2004-02-29,"2004 W09",145,17,162,2511,2299,489,-15.932994047619,0.0321190476190476,19,1427
2004-03-07,"2004 W10",89,8,97,2459,2479,486,-19.026369047619,0.0552261904761905,19,1409
2004-03-14,"2004 W11",58,12,70,2156,2271,527,-15.714375,0.055952380952381,14,1404
2004-03-21,"2004 W12",24,13,37,1745,1899,365,-15.5469226190476,0.0526666666666667,25,1424
2004-03-28,"2004 W13",20,11,31,1683,1774,342,-14.3993571428571,0.0679404761904762,18,1111
2004-04-04,"2004 W14",10,9,19,1342,1534,269,-7.50992261904762,0.0576428571428571,29,1178
2004-04-11,"2004 W15",8,12,20,1528,1714,249,-7.07517857142857,0.0459583333333333,20,1425
2004-04-18,"2004 W16",10,5,15,1381,1599,212,-7.77203571428571,0.0652559523809524,18,1163
2004-04-25,"2004 W17",7,2,9,1260,1479,175,-5.36441071428571,0.0729345238095238,11,1043
2004-05-02,"2004 W18",6,2,8,1107,1252,109,-2.53397619047619,0.071375,13,786
2004-05-09,"2004 W19",9,0,9,1103,1098,84,-2.85741071428571,0.0922678571428571,15,895
2004-05-16,"2004 W20",7,2,9,915,1058,62,-0.480363095238095,0.0673095238095238,12,684
2004-05-23,"2004 W21",1,2,3,650,843,44,1.66761904761905,0.0745059523809524,10,743
2004-05-30,"2004 W22",2,1,3,693,763,43,3.12783333333333,0.106321428571429,8,1041
2004-06-06,"2004 W23",4,2,6,609,684,29,6.5592380952381,0.0852916666666667,10,792
2004-06-13,"2004 W24",1,1,2,575,663,32,7.42682738095238,0.112875,6,819
2004-06-20,"2004 W25",1,0,1,537,610,11,9.22551785714286,0.105636904761905,6,755
2004-06-27,"2004 W26",2,0,2,422,480,14,10.8552916666667,0.0824107142857143,6,711
2004-07-04,"2004 W27",0,0,0,444,487,11,11.7062202380952,0.107285714285714,6,752
2004-07-11,"2004 W28",0,0,0,420,474,14,12.8934702380952,0.113422619047619,7,663
2004-07-18,"2004 W29",1,0,1,429,453,10,14.5113273809524,0.099797619047619,6,699
2004-07-25,"2004 W30",1,0,1,393,430,7,12.903744047619,0.108815476190476,6,528
2004-08-01,"2004 W31",0,0,0,286,299,2,12.9205833333333,0.108220238095238,4,631
2004-08-08,"2004 W32",1,0,1,433,465,1,11.6721369047619,0.103916666666667,0,651
2004-08-15,"2004 W33",2,0,2,374,389,0,12.2959107142857,0.0950773809523809,7,810
2004-08-22,"2004 W34",2,0,2,498,523,0,10.2780892857143,0.112208333333333,6,671
2004-08-29,"2004 W35",0,0,0,404,428,4,8.24022023809524,0.12847619047619,8,755
2004-09-05,"2004 W36",0,0,0,440,461,7,8.09205357142857,0.119458333333333,9,1014
2004-09-12,"2004 W37",1,1,2,558,575,5,5.32294047619048,0.14239880952381,9,1042
2004-09-19,"2004 W38",1,1,2,559,659,1,4.58957142857143,0.121333333333333,13,1407
2004-09-26,"2004 W39",3,0,3,791,948,7,4.95497619047619,0.100517857142857,17,1656
2004-10-03,"2004 W40",4,0,4,776,906,4,1.7382619047619,0.0774285714285714,30,1544
2004-10-10,"2004 W41",8,0,8,933,1005,6,1.34195833333333,0.0957202380952381,40,1675
2004-10-17,"2004 W42",2,0,2,1139,1184,33,-2.34617857142857,0.105083333333333,76,1924
2004-10-24,"2004 W43",14,0,14,1108,1154,6,-5.41624404761905,0.076922619047619,57,2014
2004-10-31,"2004 W44",15,0,15,1032,1062,13,-4.86634523809524,0.0763392857142857,58,2207
2004-11-07,"2004 W45",8,1,9,1039,1109,25,-8.21027976190476,0.0834107142857143,51,2245
2004-11-14,"2004 W46",27,0,27,1275,1367,25,-11.6760476190476,0.0512261904761905,48,2237
2004-11-21,"2004 W47",31,0,31,1273,1364,31,-9.32243452380952,0.0635,42,2156
2004-11-28,"2004 W48",34,1,35,1299,1393,70,-13.4614821428571,0.0716845238095238,31,2345
2004-12-05,"2004 W49",81,1,82,1493,1505,94,-17.8167797619048,0.0778035714285714,32,2457
2004-12-12,"2004 W50",129,4,133,1503,1354,125,-20.2470892857143,0.0614107142857143,26,2722
2004-12-19,"2004 W51",278,2,280,1718,1312,164,-19.5663630952381,0.0680714285714286,26,3099
2004-12-26,"2004 W52",502,10,512,2660,1732,187,-24.1702976190476,0.0717738095238095,27,3586
2005-01-02,"2004 W53",730,8,738,4015,2632,271,-23.2167916666667,0.0526190476190476,27,3761
2005-01-09,"2005 W01",822,7,829,4297,2926,254,-21.1893928571429,0.039827380952381,27,3120
2005-01-16,"2005 W02",801,23,824,3977,2672,235,-26.9916011904762,0.046875,27,3123
2005-01-23,"2005 W03",948,17,965,4494,3076,381,-24.2568333333333,0.0804285714285714,25,3276
2005-01-30,"2005 W04",976,39,1015,4146,2836,361,-20.994119047619,0.0563392857142857,24,3392
2005-02-06,"2005 W05",850,61,911,4838,3670,477,-18.885875,0.0671845238095238,24,3526
2005-02-13,"2005 W06",722,70,792,4788,4045,604,-18.7925178571429,0.052875,23,3274
2005-02-20,"2005 W07",627,94,721,4381,3905,568,-19.8096607142857,0.0419285714285714,34,3658
2005-02-27,"2005 W08",647,163,810,4825,4303,721,-17.1900238095238,0.036875,39,3527
2005-03-06,"2005 W09",385,151,536,3865,3695,601,-14.9917261904762,0.055625,38,2927
2005-03-13,"2005 W10",327,197,524,3433,3314,539,-14.7879702380952,0.0667738095238095,25,2786
2005-03-20,"2005 W11",144,200,344,2498,2516,363,-12.4913273809524,0.0361011904761905,21,2438
2005-03-27,"2005 W12",92,239,331,2723,2764,369,-13.4462023809524,0.0355535714285714,20,2370
2005-04-03,"2005 W13",89,188,277,2374,2408,317,-7.56134523809524,0.0821607142857143,11,2036
2005-04-10,"2005 W14",39,122,161,1951,1995,226,-4.1667380952381,0.0633511904761905,19,1715
2005-04-17,"2005 W15",32,104,136,1891,1977,157,-4.56602976190476,0.0675357142857143,12,1509
2005-04-24,"2005 W16",9,55,64,1443,1511,91,-2.22265476190476,0.0522678571428571,16,1509
2005-05-01,"2005 W17",10,42,52,1321,1400,61,-2.37973214285714,0.0668571428571429,12,1451
2005-05-08,"2005 W18",2,34,36,1500,1589,48,0.290952380952381,0.051797619047619,14,1524
2005-05-15,"2005 W19",3,25,28,1176,1241,28,0.846958333333334,0.0738452380952381,12,1262
2005-05-22,"2005 W20",5,8,13,1190,1285,27,4.43268452380952,0.111202380952381,13,1182
2005-05-29,"2005 W21",2,2,4,835,892,18,7.48621428571429,0.071327380952381,9,1110
2005-06-05,"2005 W22",4,4,8,842,946,17,8.76947619047619,0.0968809523809524,11,878
2005-06-12,"2005 W23",1,2,3,666,841,15,9.71360119047619,0.107065476190476,8,777
2005-06-19,"2005 W24",1,0,1,671,811,2,10.0691726190476,0.135928571428571,8,944
2005-06-26,"2005 W25",4,0,4,517,671,3,10.2436666666667,0.118214285714286,9,748
2005-07-03,"2005 W26",2,0,2,549,602,2,11.7205357142857,0.14135119047619,13,892
2005-07-10,"2005 W27",1,0,1,525,588,4,13.269125,0.126744047619048,10,812
2005-07-17,"2005 W28",2,1,3,533,587,3,14.9796666666667,0.124744047619048,9,639
2005-07-24,"2005 W29",1,0,1,539,582,1,11.5424702380952,0.136071428571429,10,732
2005-07-31,"2005 W30",0,0,0,536,585,1,11.3962916666667,0.0978333333333333,7,705
2005-08-07,"2005 W31",0,0,0,517,561,1,13.2986547619048,0.123571428571429,9,745
2005-08-14,"2005 W32",0,0,0,446,494,2,11.693625,0.106392857142857,12,665
2005-08-21,"2005 W33",4,0,4,540,557,4,10.1339226190476,0.111196428571429,14,835
2005-08-28,"2005 W34",0,0,0,465,513,2,11.2962202380952,0.119077380952381,12,936
2005-09-04,"2005 W35",0,0,0,514,579,2,9.53452976190476,0.126767857142857,12,1050
2005-09-11,"2005 W36",0,0,0,578,644,4,8.69147619047619,0.121642857142857,18,1169
2005-09-18,"2005 W37",2,2,4,645,706,3,5.69063095238095,0.104988095238095,22,1424
2005-09-25,"2005 W38",0,0,0,718,813,1,3.5173869047619,0.103702380952381,29,1642
2005-10-02,"2005 W39",8,0,8,883,944,9,1.71793452380952,0.124636904761905,48,1758
2005-10-09,"2005 W40",4,0,4,972,1125,13,-0.499386904761905,0.10077380952381,62,1786
2005-10-16,"2005 W41",0,0,0,1057,1186,29,-0.500845238095238,0.104107142857143,91,2048
2005-10-23,"2005 W42",1,0,1,1015,1183,22,-2.1312619047619,0.0780833333333333,95,2054
2005-10-30,"2005 W43",5,0,5,1056,1254,19,-2.34930357142857,0.0636428571428572,100,2305
2005-11-06,"2005 W44",1,1,2,990,1153,33,-7.51679166666667,0.0733869047619048,73,2131
2005-11-13,"2005 W45",3,4,7,1386,1443,33,-9.06395833333333,0.102363095238095,70,2433
2005-11-20,"2005 W46",4,5,9,1424,1483,60,-11.7944464285714,0.086827380952381,68,2387
2005-11-27,"2005 W47",8,12,20,1472,1569,75,-11.729994047619,0.0848988095238095,44,2134
2005-12-04,"2005 W48",8,23,31,1651,1697,104,-15.2335,0.0673690476190476,35,2256
2005-12-11,"2005 W49",25,37,62,1727,1750,109,-16.7475238095238,0.0522738095238095,28,2321
2005-12-18,"2005 W50",7,38,45,1326,1393,148,-16.9147321428571,0.0507142857142857,29,2480
2005-12-25,"2005 W51",43,30,73,1612,1587,182,-16.5415297619048,0.0534345238095238,22,2697
2006-01-01,"2005 W52",37,29,66,2248,2126,246,-16.3637023809524,0.0515654761904762,25,2915
2006-01-08,"2006 W01",34,39,73,2552,2422,204,-16.9557797619048,0.0447797619047619,39,2356
2006-01-15,"2006 W02",42,45,87,2316,2257,190,-18.1629821428571,0.0669166666666667,39,2223
2006-01-22,"2006 W03",97,110,207,2579,2427,223,-20.2376785714286,0.0721369047619048,39,2295
2006-01-29,"2006 W04",128,97,225,2816,2697,249,-19.8650535714286,0.0516130952380952,30,2401
2006-02-05,"2006 W05",161,126,287,2810,2734,237,-18.0378392857143,0.067547619047619,28,2587
2006-02-12,"2006 W06",193,143,336,2928,2844,263,-16.0911607142857,0.0422976190476191,29,2503
2006-02-19,"2006 W07",213,170,383,3193,3017,247,-20.4136488095238,0.0395833333333333,33,2793
2006-02-26,"2006 W08",219,231,450,3085,2877,264,-19.123744047619,0.0348928571428571,38,3310
2006-03-05,"2006 W09",277,244,521,3087,2710,191,-16.7292202380952,0.046672619047619,42,3533
2006-03-12,"2006 W10",324,325,649,3181,2908,262,-12.4075952380952,0.060827380952381,41,2843
2006-03-19,"2006 W11",376,255,631,3156,2682,287,-17.0306607142857,0.052672619047619,39,2752
2006-03-26,"2006 W12",421,193,614,3030,2282,184,-8.27992857142857,0.0393392857142857,34,2326
2006-04-02,"2006 W13",415,185,600,3188,2307,205,-8.07710714285714,0.0528571428571429,30,2169
2006-04-09,"2006 W14",358,133,491,2906,2265,212,-6.11767261904762,0.0524523809523809,22,1854
2006-04-16,"2006 W15",267,86,353,2472,1989,173,-4.84735119047619,0.078125,19,1769
2006-04-23,"2006 W16",210,61,271,1951,1641,138,-1.79872023809524,0.0571011904761905,20,1632
2006-04-30,"2006 W17",117,57,174,1858,1585,137,-0.736172619047619,0.0533928571428571,23,1445
2006-05-07,"2006 W18",74,28,102,1663,1522,100,1.08305357142857,0.0768452380952381,26,1276
2006-05-14,"2006 W19",71,6,77,1101,1017,57,4.0134880952381,0.0754583333333333,18,1173
2006-05-21,"2006 W20",32,8,40,1271,1127,85,5.73333333333333,0.0860595238095238,29,1172
2006-05-28,"2006 W21",13,6,19,1113,1057,56,5.83327976190476,0.108988095238095,26,1078
2006-06-04,"2006 W22",8,3,11,953,994,66,8.82990476190476,0.116107142857143,19,940
2006-06-11,"2006 W23",4,1,5,843,867,39,9.30194642857143,0.0979940476190476,17,951
2006-06-18,"2006 W24",3,0,3,804,791,40,12.1556369047619,0.112815476190476,18,858
2006-06-25,"2006 W25",2,2,4,903,879,45,11.2024285714286,0.105369047619048,12,752
2006-07-02,"2006 W26",0,2,2,627,644,28,13.1050892857143,0.119583333333333,10,785
2006-07-09,"2006 W27",3,1,4,701,671,25,12.8037797619048,0.11760119047619,13,786
2006-07-16,"2006 W28",0,0,0,654,610,20,13.4217976190476,0.107779761904762,11,724
2006-07-23,"2006 W29",0,0,0,618,625,27,14.3671726190476,0.105678571428571,10,707
2006-07-30,"2006 W30",0,0,0,507,545,23,13.7659702380952,0.124541666666667,10,744
2006-08-06,"2006 W31",0,0,0,597,582,20,13.0127916666667,0.102880952380952,7,736
2006-08-13,"2006 W32",1,0,1,624,570,12,12.6390357142857,0.118077380952381,9,774
2006-08-20,"2006 W33",0,0,0,695,620,16,11.8935773809524,0.0927440476190476,10,752
2006-08-27,"2006 W34",0,0,0,730,624,11,10.6581488095238,0.0776547619047619,8,801
2006-09-03,"2006 W35",0,0,0,650,618,16,9.83090476190476,0.0878452380952381,9,931
2006-09-10,"2006 W36",4,0,4,777,763,10,9.14001785714286,0.057672619047619,12,1118
2006-09-17,"2006 W37",1,0,1,1016,932,16,6.20574404761905,0.0929523809523809,15,1427
2006-09-24,"2006 W38",2,0,2,1180,1041,15,4.77372619047619,0.0948630952380952,17,1627
2006-10-01,"2006 W39",0,1,1,963,1061,24,3.79505357142857,0.0985178571428571,19,1770
2006-10-08,"2006 W40",2,0,2,1184,1225,42,1.74114285714286,0.0771309523809524,22,1758
2006-10-15,"2006 W41",1,0,1,1329,1381,59,-1.4236130952381,0.0992321428571429,27,1864
2006-10-22,"2006 W42",4,0,4,1294,1353,65,-2.88644642857143,0.0881964285714286,29,2003
2006-10-29,"2006 W43",7,0,7,1446,1492,117,-3.5910119047619,0.0966547619047619,32,2048
2006-11-05,"2006 W44",12,0,12,1284,1389,187,-9.99508928571428,0.057172619047619,39,2088
2006-11-12,"2006 W45",11,1,12,1519,1697,234,-12.4772083333333,0.0905416666666667,50,2228
2006-11-19,"2006 W46",29,0,29,1655,1849,321,-11.1721369047619,0.10822619047619,46,2334
2006-11-26,"2006 W47",35,0,35,1956,2185,414,-15.9610773809524,0.0559107142857143,43,2418
2006-12-03,"2006 W48",91,2,93,2302,2589,619,-19.7598333333333,0.072672619047619,39,2520
2006-12-10,"2006 W49",162,0,162,2441,2789,638,-15.6783630952381,0.0526666666666667,28,2717
2006-12-17,"2006 W50",167,3,170,2953,2992,739,-13.357994047619,0.0654226190476191,26,3008
2006-12-24,"2006 W51",112,1,113,2629,2616,790,-15.1748869047619,0.0591785714285714,26,3302
2006-12-31,"2006 W52",130,0,130,3078,3140,788,-16.8803392857143,0.0387797619047619,32,3722
2007-01-07,"2007 W01",196,8,204,3160,3254,781,-13.5721904761905,0.0861964285714286,32,3099
2007-01-14,"2007 W02",191,5,196,2935,2949,584,-23.378744047619,0.04825,27,2748
2007-01-21,"2007 W03",227,12,239,2889,2618,393,-21.3978452380952,0.0518035714285714,24,2844
2007-01-28,"2007 W04",368,17,385,3460,3141,504,-20.1481964285714,0.0482202380952381,24,2965
2007-02-04,"2007 W05",412,18,430,3346,2970,402,-22.1564761904762,0.0297023809523809,24,3309
2007-02-11,"2007 W06",595,20,615,3681,3212,340,-23.5426904761905,0.0308690476190476,28,3456
2007-02-18,"2007 W07",601,38,639,3639,2897,293,-20.844,0.0554880952380952,24,3340
2007-02-25,"2007 W08",803,45,848,4243,3133,275,-20.9382083333333,0.0488988095238095,23,3006
2007-03-04,"2007 W09",874,68,942,4418,3159,254,-19.7191428571429,0.0436904761904762,19,2845
2007-03-11,"2007 W10",633,59,692,3932,2764,202,-20.1983273809524,0.0598095238095238,17,2311
2007-03-18,"2007 W11",367,86,453,3252,2304,162,-18.1839166666667,0.0667619047619048,15,1847
2007-03-25,"2007 W12",288,91,379,2769,1848,118,-13.1467202380952,0.070327380952381,14,1618
2007-04-01,"2007 W13",186,99,285,2643,1840,101,-9.78741666666667,0.0627857142857143,12,1588
2007-04-08,"2007 W14",88,103,191,2260,1531,81,-11.2900773809524,0.0563988095238095,11,1744
2007-04-15,"2007 W15",73,82,155,2143,1651,72,-5.66957738095238,0.0505595238095238,12,1513
2007-04-22,"2007 W16",41,78,119,2045,1551,56,-2.48953571428571,0.0483690476190476,11,1326
2007-04-29,"2007 W17",31,54,85,1716,1383,48,-1.49866666666667,0.0600892857142857,11,1258
2007-05-06,"2007 W18",11,45,56,1609,1407,27,0.353916666666667,0.0803988095238095,8,1188
2007-05-13,"2007 W19",10,23,33,1222,1047,15,1.49551785714286,0.069375,9,1054
2007-05-20,"2007 W20",7,16,23,1138,1003,14,0.695178571428571,0.0730178571428571,9,920
2007-05-27,"2007 W21",1,3,4,1158,1079,8,3.97731547619048,0.0831904761904762,9,947
2007-06-03,"2007 W22",2,7,9,885,812,13,7.125125,0.0816845238095238,8,760
2007-06-10,"2007 W23",4,4,8,858,798,9,7.62275,0.125660714285714,7,776
2007-06-17,"2007 W24",3,3,6,815,752,3,10.830625,0.096125,7,783
2007-06-24,"2007 W25",1,0,1,833,790,3,9.54208928571428,0.126583333333333,7,770
2007-07-01,"2007 W26",0,0,0,654,623,1,11.6690178571429,0.120738095238095,8,743
2007-07-08,"2007 W27",0,1,1,718,660,3,13.0882202380952,0.102,6,778
2007-07-15,"2007 W28",3,0,3,627,586,4,14.1790416666667,0.111077380952381,6,616
2007-07-22,"2007 W29",0,0,0,655,619,1,14.9270654761905,0.127184523809524,6,635
2007-07-29,"2007 W30",0,0,0,518,477,1,15.1490178571429,0.0959761904761905,7,588
2007-08-05,"2007 W31",3,0,3,651,613,3,13.7037916666667,0.115053571428571,7,648
2007-08-12,"2007 W32",0,0,0,697,648,0,11.1727976190476,0.125154761904762,6,590
2007-08-19,"2007 W33",1,0,1,737,623,4,10.7138333333333,0.0952619047619048,6,668
2007-08-26,"2007 W34",2,0,2,722,663,2,10.1887738095238,0.11477380952381,7,740
2007-09-02,"2007 W35",0,0,0,701,657,0,9.17385714285714,0.0963928571428571,8,832
2007-09-09,"2007 W36",0,0,0,810,760,3,7.35579166666667,0.116315476190476,9,933
2007-09-16,"2007 W37",1,0,1,949,853,7,4.92955357142857,0.123452380952381,11,1274
2007-09-23,"2007 W38",1,0,1,1055,1041,3,3.53495833333333,0.116964285714286,15,1379
2007-09-30,"2007 W39",2,0,2,1085,1075,18,2.09129761904762,0.113261904761905,20,1465
2007-10-07,"2007 W40",0,1,1,1119,1111,9,0.847803571428571,0.107833333333333,17,1340
2007-10-14,"2007 W41",9,1,10,1335,1263,16,-0.528160714285714,0.0878511904761905,26,1513
2007-10-21,"2007 W42",0,0,0,1270,1238,20,-1.16361904761905,0.0944047619047619,30,1504
2007-10-28,"2007 W43",2,0,2,1343,1269,38,-4.00630952380952,0.0923571428571429,36,1628
2007-11-04,"2007 W44",3,2,5,1490,1430,32,-7.08623214285714,0.0814345238095238,42,1717
2007-11-11,"2007 W45",1,2,3,1584,1433,61,-11.455005952381,0.0637261904761905,44,1896
2007-11-18,"2007 W46",10,3,13,1752,1595,86,-10.881880952381,0.08825,37,1972
2007-11-25,"2007 W47",8,2,10,1838,1668,110,-15.3301666666667,0.051797619047619,31,1911
2007-12-02,"2007 W48",45,4,49,2238,1969,131,-20.48225,0.0462261904761905,27,1949
2007-12-09,"2007 W49",47,20,67,2268,2077,185,-20.112380952381,0.0529761904761905,25,2156
2007-12-16,"2007 W50",112,35,147,2515,2271,228,-19.8617797619048,0.0517619047619048,23,2390
2007-12-23,"2007 W51",86,21,107,1919,1865,321,-19.6411607142857,0.0594583333333333,22,2883
2007-12-30,"2007 W52",241,51,292,2770,2691,471,-20.676875,0.0503511904761905,26,3058
2008-01-06,"2008 W01",205,62,267,3833,3452,454,-20.4865238095238,0.0504761904761905,21,2728
2008-01-13,"2008 W02",238,61,299,3801,3287,483,-18.7288154761905,0.0652083333333333,22,2474
2008-01-20,"2008 W03",245,106,351,3904,3483,418,-22.1246130952381,0.0510952380952381,21,2494
2008-01-27,"2008 W04",352,156,508,4195,3503,437,-22.6725654761905,0.0296607142857143,20,2668
2008-02-03,"2008 W05",316,171,487,4711,3893,617,-26.0717083333333,0.0664107142857143,20,2826
2008-02-10,"2008 W06",395,212,607,4634,3822,522,-26.1975357142857,0.0515535714285714,22,2786
2008-02-17,"2008 W07",478,281,759,4656,3803,501,-22.736125,0.0540595238095238,21,3010
2008-02-24,"2008 W08",531,338,869,5151,4110,514,-17.778755952381,0.030452380952381,24,3080
2008-03-02,"2008 W09",539,341,880,5069,4063,476,-20.0674345238095,0.0453988095238095,22,3052
